1
1
1										
1990	3	15	12	42163.18	0	0	409.46	0	16.74	4.1	818.61
1990	3	16	12	42163.18	0	0	418.12	0	18.97	5.59	900.53
1990	3	17	12	42508.81	0	0	438.01	0	20.38	5.55	896.56
1990	3	18	12	42508.81	0	0	414.08	0	21.78	8.27	1084.49
1990	3	19	12	42854.4	0	0	410.76	0	21.02	7.77	1043.82
1990	3	20	12	42854.4	0	0	402.4	0	21.38	8.5	1097.61
1990	3	21	12	43200.01	0	0	426.87	0	22.97	8.56	1089.09
1990	3	22	12	43200.01	0	0	405.03	0	22.4	9.38	1159.56
1990	3	23	12	43200.01	0	0	393.88	0	21.72	9.53	1176.74
1990	3	24	12	43545.6	0	0	432.27	0	20.92	7	979.92
1990	3	25	12	43545.6	0	0	435.46	0	22.1	8.13	1061.36
1990	3	26	12	43891.19	0	0	423.66	0	19.03	6.23	928.2
1990	3	27	12	43891.19	0	0	403.12	0	19.25	7.45	1015.55
1990	3	28	12	44236.81	0	0	396.86	0	19.12	7.74	1037.97
1990	3	29	12	44236.81	0	0	453.08	0	19.75	5.63	883.08
1990	3	30	12	44236.81	0	0	456.77	0	20.11	5.83	893.98
1990	3	31	12	44582.39	0	0	444.88	0	20.32	6.63	946.95
1990	4	1	12	44582.39	0	0	459.32	0	22.01	6.98	954.78
1990	4	2	12	44928	0	0	504.53	0	22.51	3.73	743.85
1990	4	3	12	44928	0	0	456.33	0	24.84	9.29	1085.22
1990	4	4	12	45261.54	0	0	437.96	0	25.79	11.12	1230.83
1990	4	5	12	45273.61	0	0	465.44	0	22.07	6.41	899.58
1990	4	6	12	45273.61	0	0	328.32	0	18.43	9.14	1151.03
1990	4	7	12	45619.19	0	0	348.64	0	18.06	8.21	1086.15
1990	4	8	12	45619.19	0	0	278.95	0	15.93	8.51	1119.31
1990	4	9	12	45964.8	0	0	504.61	0	20.65	2.96	693.88
1990	4	10	12	45964.8	0	0	512.66	0	24.65	5.34	792.77
1990	4	11	12	45964.8	0	0	513.69	0	27.9	7.61	907.07
1990	4	12	12	46310.4	0	0	468.04	0	25.64	9.41	1070.98
1990	4	13	12	46310.4	0	0	482.34	0	28.26	10.56	1113.38
1990	4	14	12	46655.97	0	0	438.52	0	27.69	12.7	1291.82
1990	4	15	12	46655.97	0	0	441.83	0	23.16	8.8	975.38
1990	4	16	12	46700.45	0.05	0	337.16	0	19.57	9.78	1143.8
1990	4	17	12	47001.61	0.42	0	326.07	0	17.48	8.31	1047.7
1990	4	18	12	47001.61	0	0	379.31	0	20.26	9.23	1025.63
1990	4	19	12	47347.2	0	0	393.63	0	19.46	8.07	938.54
1990	4	20	12	47347.2	0	0	404.49	0	19.6	7.88	912.22
1990	4	21	12	47391.67	0	0	404.12	0	20.27	8.54	947.59
1990	4	22	12	47692.79	0	0	383.04	0	19.63	8.83	993.04
1990	4	23	12	47692.79	6.43	0	219.86	0	18.08	10.24	1247.12
1990	4	24	12	48038.4	0	0	445.59	0	20.92	7.85	886.72
1990	4	25	12	48038.4	0	0	498.09	0	23.86	7.91	813.79
1990	4	26	12	48038.4	0	0	511.47	0	28.98	11.15	957.8
1990	4	27	12	48383.99	0	0	479.02	0	28.09	12.43	1085.43
1990	4	28	12	48383.99	0	0	417.98	0	25.91	13.36	1255.23
1990	4	29	12	48525.48	0	0	511.78	0	24.45	7.38	768.5
1990	4	30	12	48729.6	0	0	505.94	0	25.33	8.6	830.78
1990	5	1	12	48729.6	0	0	495.99	0	26.75	10.53	918.49
1990	5	2	12	49075.19	0	0	506.69	0	28.44	11.48	930.78
1990	5	3	12	49075.19	0	0	444.29	0	28.22	14.53	1200.96
1990	5	4	12	49075.19	0	0	515.2	0	31.15	13.37	980.78
1990	5	5	12	49420.81	0	0	559.49	0	35.42	12.54	837.66
1990	5	6	12	49420.81	0	0	506.92	0	30.85	13.54	906.7
1990	5	7	12	49420.81	0	0	545	0	28.76	8.81	636.27
1990	5	8	12	49766.39	0	0	497.29	0	26.11	9.49	716.01
1990	5	9	12	49766.39	0	0	454.27	0	23.03	8.94	756.71
1990	5	10	12	49766.39	0	0	435.17	0	19.96	7.06	708.27
1990	5	11	12	50112.01	0	0	447.88	0	20.37	7.14	695.9
1990	5	12	12	50112.01	0	0	452.51	0	20.23	6.93	680.42
1990	5	13	12	50112.01	0	0	513.78	0	22.6	6.22	576.27
1990	5	14	12	50377.68	0	0	493.33	0	22.47	7.24	634.77
1990	5	15	12	50457.61	0	0	457.06	0	21	7.58	699.41
1990	5	16	12	50457.61	0	0	523.07	0	24.02	6.86	582.89
1990	5	17	12	50502.09	0	0	508	0	23.04	6.65	591.68
1990	5	18	12	50803.19	0	0	469.6	0	20.88	6.73	516.34
1990	5	19	12	50803.19	0	0	336.5	0	17.49	8.34	592.97
1990	5	20	12	50803.19	0	0	319.5	0	17.85	9.36	550.08
1990	5	21	12	51068.92	0	0	377.36	0	21.72	11.4	538.2
1990	5	22	12	51148.83	0	0	407.13	0	22.41	11.05	508.52
1990	5	23	12	51148.83	5.81	0	269.11	0	20.63	10.74	673.03
1990	5	24	12	51148.83	2.9	0	355.4	0	17.37	6.53	463.26
1990	5	25	12	51290.3	0	0	443.51	0	20.94	8.34	447.6
1990	5	26	12	51494.39	0	0	499.7	0	22.45	7.52	388.42
1990	5	27	12	51494.39	16.01	0	258.08	0	19.73	10.54	805.83
1990	5	28	12	51494.39	30.19	0	216.66	0	17.64	10.04	1037.39
1990	5	29	12	51494.39	0	0	328.62	0	18.57	9.94	1022.43
1990	5	30	12	51760.09	3.19	0	364.56	0	19.27	8.78	887.75
1990	5	31	12	51840	0.93	0	307.54	0	16.46	8.4	959.58
1990	6	1	12	51840	0	0	410.86	0	19.51	8.82	820.54
1990	6	2	12	51840	0	0	545.03	0	24.41	7.71	508.76
1990	6	3	12	51840	0	0	530.01	0	26.29	10.44	601.46
1990	6	4	12	51884.48	0	0	511.96	0	26.49	11.85	671.65
1990	6	5	12	52173.54	0	0	539.09	0	26.95	10.83	594.87
1990	6	6	12	52185.62	0	0	509	0	29.29	14.75	779.99
1990	6	7	12	52185.62	0	0	553.69	0	27.76	10.89	567.1
1990	6	8	12	52185.62	0	0	523.21	0	31.49	15.9	818.8
1990	6	9	12	52185.62	0	0	511.51	0	34.55	19.25	960.32
1990	6	10	12	52185.62	0	0	534.34	0	30.78	14.75	657.72
1990	6	11	12	52185.62	0	0	546.31	0	26.54	10.17	482.57
1990	6	12	12	52185.62	0	0	572.59	0	29.28	10.5	475
1990	6	13	12	52327.1	0	0	580.6	0	27.53	7.86	395.56
1990	6	14	12	52451.31	0	0	455.48	0	21.27	9.29	555.88
1990	6	15	12	52519.14	0	0	453.77	0	21.27	9.52	560.72
1990	6	16	12	52531.22	0	0	460.13	0	23.14	11.2	603.79
1990	6	17	12	52531.22	0	0	552.94	0	26.08	9.46	458.63
1990	6	18	12	52531.22	0	0	542.02	0	25.35	9.19	462.23
1990	6	19	12	52531.22	0	0	568.08	0	29.33	10.42	476.6
1990	6	20	12	52531.22	0	0	546.01	0	35.49	17.27	767.59
1990	6	21	12	52531.22	0	0	517.08	0	35.3	18.73	868.6
1990	6	22	12	52531.22	0	0	555.41	0	29.16	10.62	489.89
1990	6	23	12	52531.22	0	0	512.39	0	28.84	12.88	598.49
1990	6	24	12	52531.22	0	0	469.14	0	28.76	14.77	727.33
1990	6	25	12	52531.22	0	0	550.8	0	29.5	10.91	497.81
1990	6	26	12	52531.22	0	0	534.66	0	30.94	12.99	586.91
1990	6	27	12	52519.14	0	0	495.02	0	30.2	14.26	676.35
1990	6	28	12	52451.31	0	0	507	0	29.04	12.45	578.2
1990	6	29	12	52327.1	0	0	517.65	0	31.83	14.15	637.41
1990	6	30	12	52230.09	0	0	516.66	0	31.56	13.67	609.9
1990	7	1	12	52185.62	0	0	418.81	0	30.22	16.94	902.51
1990	7	2	12	52185.62	0	0	460.32	0	30.64	15.71	750.47
1990	7	3	12	52185.62	0	0	468.41	0	28.42	13.29	647.66
1990	7	4	12	52185.62	0	0	486.73	0	26.79	10.89	537.12
1990	7	5	12	52185.62	0	0	505.92	0	30.36	13.14	599.56
1990	7	6	12	52185.62	0	0	415.86	0	28.42	15.42	833.87
1990	7	7	12	52185.62	0	0	494.81	0	28.92	12.46	589.8
1990	7	8	12	51981.5	0	0	510.49	0	29.19	11.75	558.48
1990	7	9	12	51840	0	0	510.64	0	29.73	12.14	571.73
1990	7	10	12	51840	0	0	505.1	0	34.02	16.26	750.15
1990	7	11	12	51840	0	0	489.21	0	35.81	18.71	872.98
1990	7	12	12	51840	0	0	439.47	0	37.23	22.32	1174.08
1990	7	13	12	51840	0	0	422.1	0	37.28	23.18	1272.83
1990	7	14	12	51538.87	0	0	486.26	0	36.25	19.33	916.85
1990	7	15	12	51494.39	0	0	513.81	0	33.47	15.1	686.82
1990	7	16	12	51494.39	0	0	427.34	0	30.02	16.13	855.35
1990	7	17	12	51494.39	0	0	421.94	0	30.44	16.82	887.73
1990	7	18	12	51482.32	0	0	440.29	0	31.75	17.28	869.22
1990	7	19	12	51148.83	0	0	496.73	0	32.34	15.14	693.19
1990	7	20	12	51148.83	0	0	495.18	0	34.41	17.08	791.82
1990	7	21	12	51148.83	0	0	526.68	0	35.05	15.55	688.43
1990	7	22	12	51148.83	0	0	474.11	0	33.62	17.43	844.67
1990	7	23	12	50803.19	0	0	492.32	0	30.91	14.07	635.43
1990	7	24	12	50803.19	0	0	494.09	0	27.79	11.04	515.33
1990	7	25	12	50803.19	0	0	480.05	0	26.79	10.86	529.88
1990	7	26	12	50791.12	0	0	518.83	0	28.04	9.78	467.32
1990	7	27	12	50457.61	0	0	481.13	0	30.07	13.78	636.75
1990	7	28	12	50457.61	0	0	464.57	0	31.26	15.7	735.7
1990	7	29	12	50457.61	0	0	491.63	0	32.28	15.24	681.64
1990	7	30	12	50112.01	0	0	493.46	0	32.68	15.47	691.33
1990	7	31	12	50112.01	0	0	466.14	0	31.61	15.86	740.59
1990	8	1	12	50112.01	0	0	501.64	0	32.27	14.41	648.47
1990	8	2	12	49907.9	0	0	480.59	0	31.14	14.49	662.35
1990	8	3	12	49766.39	0	0	459.93	0	29.81	14.29	671.53
1990	8	4	12	49766.39	0	0	465.72	0	31.34	15.47	710.95
1990	8	5	12	49562.29	0	0	507.31	0	34.33	15.59	682.35
1990	8	6	12	49420.81	0	0	500.82	0	36.53	17.79	799.38
1990	8	7	12	49420.81	0	0	453.87	0	36.99	20.81	1011.62
1990	8	8	12	49119.69	0	0	455.2	0	36.88	20.62	1001.88
1990	8	9	12	49075.19	0	0	408.23	0	35.96	21.93	1155.12
1990	8	10	12	49075.19	0	0	455.43	0	35.69	19.58	941.71
1990	8	11	12	48729.6	0	0	461.72	0	35.42	18.94	907.99
1990	8	12	12	48729.6	0	0	469.85	0	33.97	17.1	784.64
1990	8	13	12	48729.6	0	0	461.22	0	32.49	16.22	766.71
1990	8	14	12	48383.99	0	0	478	0	28.51	11.71	553.11
1990	8	15	12	48383.99	0	0	417.77	0	26.94	13.02	690.91
1990	8	16	12	48383.99	0	0	387.78	0	25.8	13.14	769.42
1990	8	17	12	48038.4	0	0	315.82	0	25.85	15.75	1097.15
1990	8	18	12	48038.4	0	0	419.64	0	28.29	14.26	739.44
1990	8	19	12	47692.79	0	0	420.91	0	26.8	12.86	689.34
1990	8	20	12	47692.79	0	0	440.7	0	26.01	11.3	600.47
1990	8	21	12	47692.79	0	0	426.07	0	27.03	12.94	687.82
1990	8	22	12	47347.2	0	0	463.04	0	29.25	13.27	600.25
1990	8	23	12	47347.2	0	0	436.05	0	31.09	16.26	773.19
1990	8	24	12	47046.09	0	0	475.3	0	29.16	12.41	551.65
1990	8	25	12	47001.61	0	0	351.71	0	23.19	12.3	725.53
1990	8	26	12	47001.61	0	0	397	0	24.09	11.73	509.47
1990	8	27	12	46655.97	0	0	400.04	0	26.04	13.46	570.83
1990	8	28	12	46655.97	0	0	444.06	0	28.49	13.77	580.89
1990	8	29	12	46310.4	0	0	416.26	0	28.98	15.52	657.7
1990	8	30	12	46310.4	0	0	488.19	0	30.68	12.87	547.74
1990	8	31	12	46310.4	0	0	436.62	0	27.38	12.87	541.62
1990	9	1	12	45964.8	0	0	464.88	0	28.39	12.29	527.84
1990	9	2	12	45964.8	0	0	475.59	0	29.06	12.07	515.55
1990	9	3	12	45619.19	0	0	451.73	0	28.75	13.12	555.64
1990	9	4	12	45619.19	0	0	444.58	0	28.59	13.4	569.16
1990	9	5	12	45619.19	0	0	457.2	0	29.93	13.81	586.61
1990	9	6	12	45273.61	0	0	469.24	0	29.72	12.76	544.12
1990	9	7	12	45273.61	0	0	423.31	0	29.19	14.89	629.72
1990	9	8	12	44928	0	0	450.13	0	29.54	13.61	575.29
1990	9	9	12	44928	0	0	493.71	0	31.4	11.72	508.7
1990	9	10	12	44582.39	0	0	478.87	0	33.32	14.52	610.51
1990	9	11	12	44582.39	0	0	449.68	0	31.6	14.95	635.11
1990	9	12	12	44582.39	0	0	465.94	0	30.73	12.79	547.81
1990	9	13	12	44236.81	0	0	438.74	0	29.27	13.22	557.54
1990	9	14	12	44236.81	0	0	428.64	0	27.62	12.19	520.96
1990	9	15	12	43891.19	0	0	436.74	0	28.07	11.81	508.06
1990	9	16	12	43891.19	0	0	433.05	0	29.04	12.7	542.72
1990	9	17	12	43590.08	0	0	410.73	0	26.75	11.71	506.91
1990	9	18	12	43545.6	0	0	347.8	0	25.58	13.68	575.26
1990	9	19	12	43545.6	0	0	416.75	0	26.26	10.7	471.36
1990	9	20	12	43200.01	0	0	411.81	0	30.06	14.28	596.86
1990	9	21	12	43200.01	0	0	378.8	0	29.51	15.54	649.66
1990	9	22	12	42854.4	0	0	306.9	0	25.77	15.29	638.19
1990	9	23	12	42854.4	9.36	0	209.17	0	24.57	15.43	681.39
1990	9	24	12	42854.4	0	0	301.65	0	24.37	14.13	592.67
1990	9	25	12	42508.81	0	0	295.08	0	23.42	13.49	568.03
1990	9	26	12	42508.81	0	0	300.63	0	23.21	13.02	549.72
1990	9	27	12	42163.18	0	0	326.72	0	23.52	12.2	521.93
1990	9	28	12	42163.18	0	0	349.82	0	25.99	13.44	568.43
1990	9	29	12	41817.61	0	0	386.98	0	29.3	14.55	617.08
1990	9	30	12	41817.61	0	0	401.16	0	31.21	15.17	631.89
1990	10	1	12	41817.61	0	0	424.92	0	31.6	12.98	555.05
1990	10	2	12	41472	0	0	371.37	0	27.74	13.5	569.11
1990	10	3	12	41472	0	0	378.17	0	29.19	14.35	602.98
1990	10	4	12	41126.39	0	0	383	0	30.6	15.11	635.91
1990	10	5	12	41126.39	0	0	376.37	0	28.39	13.39	567.28
1990	10	6	12	40780.82	0	0	346.66	0	23.03	10.09	450.87
1990	10	7	12	40780.82	0	0	366.35	0	23.69	9.45	433.34
1990	10	8	12	40780.82	0	0	378.59	0	25.11	9.78	442.69
1990	10	9	12	40435.18	0	0	405.28	0	27.38	9.53	430.78
1990	10	10	12	40435.18	0	0	399.1	0	27.97	10.43	474.57
1990	10	11	12	40089.61	0	0	392.26	0	27.66	10.47	471.83
1990	10	12	12	40089.61	0	0	397.52	0	28.13	10.17	454.14
1990	10	13	12	40089.61	0	0	344.41	0	25.83	11.93	512.92
1990	10	14	12	39744.02	0	0	367.75	0	26.03	10.38	469.57
1990	10	15	12	39744.02	0	0	368.14	0	25.27	9.43	426.79
1990	10	16	12	39398.38	0	0	361.89	0	26.76	11.09	481.21
1990	10	17	12	39398.38	0	0	367.51	0	25.31	9.01	414.73
1990	10	18	12	39353.9	0	0	247.85	0	22.37	12.91	561.43
1990	10	19	12	39052.8	0.27	0	259.08	0	20.87	10.97	483.62
1990	10	20	12	39052.8	0	0	350.93	0	22.81	7.51	374.92
1990	10	21	12	38707.2	0	0	363.31	0	23.5	6.84	359.49
1990	10	22	12	38707.2	0	0	334.49	0	24.39	9.65	439.91
1990	10	23	12	38707.2	0	0	319.25	0	25.06	11.04	479.45
1990	10	24	12	38361.61	0	0	350.17	0	27.42	10.36	469.31
1990	10	25	12	38361.61	0	0	318.47	0	25.97	11.23	477.98
1990	10	26	12	38016	0	0	353.66	0	26.75	8.23	397.01
1990	10	27	12	38016	0	0	349.48	0	27.32	8.74	411.96
1990	10	28	12	38016	0	0	322.64	0	25.79	9.54	436.69
1990	10	29	12	37670.41	0	0	303.74	0	24.36	9.55	429.81
1990	10	30	12	37670.41	0	0	269.77	0	21.31	8.8	401.95
1990	10	31	12	37670.41	2.16	0	157.01	0	17.78	10.66	796.8
1990	11	1	12	37324.8	0.97	0	228.26	0	17.34	6.71	414.5
1990	11	2	12	37324.8	0	0	239.21	0	17.67	7.1	395.16
1990	11	3	12	37280.33	0	0	271.69	0	17.22	4.67	322.32
1990	11	4	12	36979.22	0	0	331.89	0	19.59	1.66	242.63
1990	11	5	12	36979.22	0	0	289.34	0	19.36	5.14	316.44
1990	11	6	12	36837.73	0	0	216.55	0	18.42	8.51	502.54
1990	11	7	12	36633.6	0	0	268.51	0	17.99	5.08	329.44
1990	11	8	12	36633.6	0	0	281.74	0	19.7	5.82	322.74
1990	11	9	12	36589.12	0	0	303.5	0	22.07	6.05	327.19
1990	11	10	12	36287.99	0	0	319.39	0	24.02	5.75	320.35
1990	11	11	12	36287.99	0	0	313.02	0	23.84	5.99	339.95
1990	11	12	12	36287.99	0	0	304.63	0	24.04	6.83	357.18
1990	11	13	12	35942.39	0	0	283.6	0	22.72	7.52	362.51
1990	11	14	12	35942.39	0	0	210.59	0	18.03	7.89	511.19
1990	11	15	12	35942.39	0	0	220.94	0	17.15	6.56	448.96
1990	11	16	12	35608.87	0	0	218.1	0	16.96	6.55	459.23
1990	11	17	12	35596.8	0	0	194.44	0	17.77	8.56	585.17
1990	11	18	12	35596.8	0	0	184.24	0	17.06	8.28	612.65
1990	11	19	12	35596.8	0	0	155.57	0	14.6	7.42	694.61
1990	11	20	12	35251.18	0.14	0	154.45	0	11.77	4.79	608.28
1990	11	21	12	35251.18	0.04	0	185.72	0	13.33	4.76	517.59
1990	11	22	12	35251.18	0	0	255.19	0	16.35	3.58	320.08
1990	11	23	12	35251.18	0	0	292.27	0	19.64	2.82	269.96
1990	11	24	12	34917.65	0	0	293.43	0	20.17	2.75	271.34
1990	11	25	12	34905.58	2.82	0	240.91	0	18.12	3.53	338.35
1990	11	26	12	34905.58	5.13	0	155.12	0	13.15	3.27	561.36
1990	11	27	12	34905.58	0	0	219.58	0	10.75	0.31	387.25
1990	11	28	12	34861.1	0	0	259.22	0	13.41	0.03	311.12
1990	11	29	12	34560.01	0	0	265.22	0	14.35	0.02	301.76
1990	11	30	12	34560.01	0	0	250.84	0	14.43	1.11	344.87
1990	12	1	12	34560.01	0	0	272.05	0	16.37	0.63	291.07
1990	12	2	12	34560.01	0	0	270.84	0	14.62	-1.3	264.46
1990	12	3	12	34560.01	0	0	266.93	0	15.71	-0.03	291.73
1990	12	4	12	34418.52	0	0	270.26	0	15.49	-0.78	273.81
1990	12	5	12	34214.4	0	0	237.6	0	15.36	2.39	388.83
1990	12	6	12	34214.4	0	0	262.98	0	17.25	1.41	317.64
1990	12	7	12	34214.4	0	0	258.54	0	16.87	1.28	325.45
1990	12	8	12	34214.4	0	0	263.96	0	17.91	1.47	314.53
1990	12	9	12	34214.4	0	0	264.54	0	18.63	1.93	319.41
1990	12	10	12	34214.4	1.14	0	203.81	0	15.68	3.41	482.01
1990	12	11	12	34214.4	7.91	0	112.45	0	14.52	6.89	897.22
1990	12	12	12	34169.91	0	0	169.3	0	12.38	3.97	697.8
1990	12	13	12	34072.91	0	0	179.34	0	10.38	1.44	572.58
1990	12	14	12	33948.71	0	0	204.04	0	10.18	-0.22	481.33
1990	12	15	12	33880.88	6.61	0	110	0	7.37	0.33	610.37
1990	12	16	12	33868.8	2.98	0	144.11	0	9.63	0.58	616.58
1990	12	17	12	33868.8	0	0	221.8	0	10.08	-1.63	480.48
1990	12	18	12	33868.8	0	0	231.49	0	11.35	-1.38	475.69
1990	12	19	12	33868.8	7.61	0	92.73	0	7.99	2.2	708.06
1990	12	20	12	33868.8	2.42	0	100.17	0	3.91	-1.25	554.4
1990	12	21	12	33868.8	0	0	147.62	0	0.79	-6.15	384.84
1990	12	22	12	33868.8	0	0	237.69	0	1.09	-11.6	248.57
1990	12	23	12	33868.8	0	0	247.75	0	3.46	-10.22	263.07
1990	12	24	12	33868.8	0	0	253.63	0	6.32	-8.06	300.35
1990	12	25	12	33868.8	0	0	245.39	0	8.31	-5.14	367.01
1990	12	26	12	33868.8	0	0	246.75	0	9.8	-3.91	392.27
1990	12	27	12	33880.88	0	0	256.86	0	11.62	-3.45	391.37
1990	12	28	12	33948.71	0	0	239.3	0	10.46	-2.66	432.74
1990	12	29	12	34072.91	0	0	245	0	9.78	-3.73	398.89
1990	12	30	12	34214.4	0	0	250.09	0	9.96	-4.05	385.58
1990	12	31	12	34214.4	0	0	274.48	0	11.62	-5.71	318.95
1991	1	1	12	34214.4	0	0	274.85	0	12.92	-3.81	463.97
1991	1	2	12	34214.4	0	0	262.67	0	13.34	-1.54	550.16
1991	1	3	12	34214.4	0	0	187.38	0	11.27	2.64	741.29
1991	1	4	12	34214.4	0.11	0	207.47	0	9.25	-0.5	589.39
1991	1	5	12	34214.4	0	0	203.64	0	8.66	-0.76	581.24
1991	1	6	12	34226.47	0	0	220.88	0	10.07	-0.44	595.65
1991	1	7	12	34515.53	1.21	0	167.6	0	10.92	3.54	792.75
1991	1	8	12	34560.01	0.81	0	142.47	0	11.27	5.09	881.87
1991	1	9	12	34560.01	3.75	0	100.41	0	11.01	5.27	893.52
1991	1	10	12	34560.01	0	0	197.42	0	11.64	2.79	749.92
1991	1	11	12	34560.01	0	0	198.27	0	12.28	3.39	782.32
1991	1	12	12	34639.91	0	0	160.82	0	13.03	6.07	931.29
1991	1	13	12	34905.58	0	0	159.06	0	14.9	7.96	1076.46
1991	1	14	12	34905.58	0	0	175.08	0	14.21	6.62	972.9
1991	1	15	12	34905.58	0	0	155.51	0	13.13	6.53	964.62
1991	1	16	12	34905.58	0	0	219.43	0	13.76	3.86	803.46
1991	1	17	12	35109.7	0	0	263.43	0	15.26	2.2	715.83
1991	1	18	12	35251.18	0	0	285.16	0	17.24	1.94	702.91
1991	1	19	12	35251.18	0	0	261.44	0	16.49	3.76	798.7
1991	1	20	12	35251.18	0	0	267.11	0	14.87	1.97	713.65
1991	1	21	12	35331.1	0	0	263.12	0	14.73	2.3	720.46
1991	1	22	12	35596.8	0	0	292.57	0	14.88	-0.04	601.03
1991	1	23	12	35596.8	0	0	320	0	15.88	-3.26	486.05
1991	1	24	12	35596.8	0	0	296.65	0	15.16	0.3	622.83
1991	1	25	12	35897.9	0	0	292.09	0	14.36	0.36	597.59
1991	1	26	12	35942.39	0	0	266.62	0	13.81	2.09	656.36
1991	1	27	12	35942.39	0	0	291.72	0	14.02	0.63	569.02
1991	1	28	12	36022.28	0	0	275.07	0	13.13	1.23	612.75
1991	1	29	12	36287.99	0	0	304.53	0	13.54	-0.53	515.6
1991	1	30	12	36287.99	0	0	335.48	0	15.53	-2.35	424.34
1991	1	31	12	36287.99	0	0	306.25	0	16.24	2.36	612.83
1991	2	1	12	36633.6	0	0	336.54	0	17.17	-0.25	483.05
1991	2	2	12	36633.6	12.72	0	219.56	0	18.56	5.46	856.79
1991	2	3	12	36633.6	0.84	0	260.46	0	15.98	5.05	845.53
1991	2	4	12	36979.22	9.63	0	233.28	0	17.21	5.63	907.58
1991	2	5	12	36979.22	16.24	0	139.23	0	14.98	8.04	1083.24
1991	2	6	12	36979.22	0	0	288.68	0	17.21	5.11	889.32
1991	2	7	12	37324.8	0	0	333.41	0	17.72	1.49	673.76
1991	2	8	12	37324.8	0	0	316.36	0	15.97	1.33	675.5
1991	2	9	12	37324.8	0	0	324.67	0	15.19	0.07	616.07
1991	2	10	12	37670.41	0	0	331.06	0	15.3	-0.09	607.2
1991	2	11	12	37670.41	0	0	337.84	0	18.14	1.79	681.63
1991	2	12	12	37874.52	0	0	294.77	0	18.24	5.29	894.67
1991	2	13	12	38016	0	0	292.81	0	19.39	6.41	951.62
1991	2	14	12	38016	0	0	312.3	0	21.97	7.39	1000.84
1991	2	15	12	38361.61	0	0	276.83	0	20.87	8.73	1131.32
1991	2	16	12	38361.61	0	0	218.05	0	17.8	9.05	1163.76
1991	2	17	12	38361.61	0	0	247.79	0	16.75	6.97	1000.54
1991	2	18	12	38707.2	0	0	301.56	0	19.16	6.59	920.65
1991	2	19	12	38707.2	0	0	339.13	0	20.93	5.82	824.89
1991	2	20	12	39008.31	0	0	351.51	0	21.61	5.57	794.39
1991	2	21	12	39052.8	0	0	336.13	0	21.13	6.46	862.61
1991	2	22	12	39052.8	0	0	294.61	0	18.59	6.96	950.22
1991	2	23	12	39398.38	0	0	331.86	0	18.44	4.96	793.3
1991	2	24	12	39398.38	0	0	386.85	0	21.51	3.35	656.39
1991	2	25	12	39699.54	0	0	378.58	0	21.35	4.28	704.71
1991	2	26	12	39744.02	0	0	337.46	0	20.73	6.92	880.76
1991	2	27	12	39744.02	7.83	0	185.45	0	15.41	6.52	973.71
1991	2	28	12	40089.61	18.04	0	130.98	0	13.1	7.22	1022.87
1991	3	1	12	40089.61	25.12	0	96.09	0	12.65	8.62	1130.83
1991	3	2	12	40435.18	7.79	0	122.09	0	13.34	8.23	1100.07
1991	3	3	12	40435.18	9	0	98.46	0	14.03	10.16	1252.9
1991	3	4	12	40435.18	18.65	0	95.08	0	14.78	11.14	1331.01
1991	3	5	12	40780.82	2.79	0	193.15	0	13.12	6.43	959.2
1991	3	6	12	40780.82	0	0	250.25	0	10.53	3.3	784.21
1991	3	7	12	41126.39	0	0	342.15	0	13.96	3.3	776.02
1991	3	8	12	41126.39	0	0	404.22	0	16.65	2.4	729.84
1991	3	9	12	41138.46	0	0	375.47	0	16.87	4.65	858.32
1991	3	10	12	41472	2.34	0	272.62	0	13.31	4.32	829.92
1991	3	11	12	41472	4.53	0	247.11	0	10.97	2.66	740.46
1991	3	12	12	41817.61	0	0	328.02	0	11.76	2.74	746.78
1991	3	13	12	41817.61	9.88	0	189.94	0	11.74	5.29	894.21
1991	3	14	12	42163.18	0.25	0	292.62	0	10.97	3.47	782.6
1991	3	15	12	42163.18	3.97	0	295.12	0	9.68	-0.92	574.51
1991	3	16	12	42163.18	0	0	356.23	0	11.1	2.03	709.11
1991	3	17	12	42508.81	5.95	0	145.84	0	10.8	6.36	957.64
1991	3	18	12	42508.81	4.25	0	158.86	0	8.88	4.16	825.29
1991	3	19	12	42854.4	6.96	0	165.17	0	9.93	5.03	879.64
1991	3	20	12	42854.4	14.79	0	193.22	0	10.21	4.59	850.6
1991	3	21	12	43200.01	9.91	0	164.01	0	9.66	5.04	883.71
1991	3	22	12	43200.01	2.11	0	280.62	0	10.42	3.98	813.71
1991	3	23	12	43200.01	1.32	0	311.17	0	11.97	5.13	880.37
1991	3	24	12	43545.6	16.34	0	250.52	0	12.33	5.51	907.44
1991	3	25	12	43545.6	10.73	0	211.42	0	10.32	4.87	867.1
1991	3	26	12	43891.19	11.38	0	235.21	0	8.61	2.85	752.27
1991	3	27	12	43891.19	4.36	0	364.93	0	12.6	1.35	672.48
1991	3	28	12	44236.81	0	0	509.99	0	18.23	3.19	769.3
1991	3	29	12	44236.81	0	0	506.51	0	19.65	5	879.75
1991	3	30	12	44236.81	0	0	495.57	0	19.84	6.44	966.3
1991	3	31	12	44582.39	0	0	474.26	0	19.12	7.29	1027.4
1991	4	1	12	44582.39	0.01	0	447.69	0	14.96	4.96	875.72
1991	4	2	12	44928	0	0	476.77	0	15.6	4.06	822.37
1991	4	3	12	44928	0	0	488.77	0	19.94	6.79	983.26
