1																																																																																		
1																																																																																		
1																																																																																		
Year	Mnth	Day	LATITUDE	LONGITUDE	ELEVATION	ACMH	ACSH	AWND	DAPR	FMTM	FRGB	FRGT	MDPR	MDSF	PGTM	Nitrate	Q	prcp(mm/day)	PSUN	SNOW	SNWD	TAVG	tmax(C)_daymet tmin(C)_daymet	TOBS	TSUN	WDF1	WDF2	WDF5	WDFG	WDFM	WESD	WESF	WSF1	WSF2	WSF5	WSFG	WSFM	WT01	WT02	WT03	WT04	WT05	WT06	WT07	WT08	WT09	WT10	WT11	WT13	WT14	WT15	WT16	WT17	WT18	WT19	WT21	WT22	WV03	WV20	DAEV	DAWM	EVAP	MDEV	MDWM	MNPN	MXPN	WDMV	FRTH	GAHT	SN32	SX32	DASF	SN02	SX02	SN01	SN03	SX01	SX03	SN52	SX52	Occur	
2006	11	24	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		61.7	0	0	0	0	0	70	29	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	14.3	0	0	44	55	0	0	0	0	0	0	0	0	0	37984
2006	11	25	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		61.2	0	0	0	0	0	77	44	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	14.3	0	0	45	57	0	0	0	0	0	0	0	0	0	37984
2006	11	26	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		60.9	0	0	0	0	0	76	46	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	9.9	0	0	51	61	0	0	0	0	0	0	0	0	0	37984
2006	11	27	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		60.7	0	0	0	0	0	77	44	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	11.8	0	0	50	62	0	0	0	0	0	0	0	0	0	37984
2006	11	28	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		61	0	0	0	0	0	76	45	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	11.8	0	0	50	62	0	0	0	0	0	0	0	0	0	37984
2006	11	29	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		62	0.03	0	0	0	0	79	58	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	9.9	0	0	58	68	0	0	0	0	0	0	0	0	0	37984
2006	11	30	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		63.2	0	0	0	0	0	79	62	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	67.7	0	0	61	69	0	0	0	0	0	0	0	0	0	37984
2006	12	1	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		62.9	0	0	0	0	0	78	47	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	42.9	0	0	62	68	0	0	0	0	0	0	0	0	0	37984
2006	12	2	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		61.5	0	0	0	0	0	55	33	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	59	0	0	48	62	0	0	0	0	0	0	0	0	0	37984
2006	12	3	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		61.1	0	0	0	0	0	63	34	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	34.2	0	0	42	58	0	0	0	0	0	0	0	0	0	37984
2006	12	4	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0	0.305142857	60.6	0	0	0	0	0	63	34	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	72.7	0	0	47	58	0	0	0	0	0	0	0	0	0	37984
2006	12	5	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0	0.531375	60.2	0	0	0	0	0	50	28	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	49.7	0	0	41	53	0	0	0	0	0	0	0	0	0	37984
2006	12	6	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		60.3	0	0	0	0	0	58	28	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	19.9	0	0	41	53	0	0	0	0	0	0	0	0	0	37984
2006	12	7	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		60.5	0	0	0	0	0	65	37	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	11.8	0	0	42	55	0	0	0	0	0	0	0	0	0	37984
2006	12	8	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		60.1	0	0	0	0	0	58	24	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.2	0	0	40	55	0	0	0	0	0	0	0	0	0	37984
2006	12	9	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		59.8	0	0	0	0	0	45	24	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.9	0	0	38	48	0	0	0	0	0	0	0	0	0	37984
2006	12	10	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		60.3	0	0	0	0	0	56	26	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.9	0	0	37	48	0	0	0	0	0	0	0	0	0	37984
2006	12	11	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		60	0	0	0	0	0	65	41	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	14.9	0	0	41	53	0	0	0	0	0	0	0	0	0	37984
2006	12	12	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		62.5	0	0	0	0	0	75	47	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	16.2	0	0	42	60	0	0	0	0	0	0	0	0	0	37984
2006	12	13	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		86.1	1.26	0	0	0	0	74	57	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.2	0	0	56	62	0	0	0	0	0	0	0	0	0	37984
2006	12	14	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		73.4	0	0	0	0	0	66	53	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	6.8	0	0	58	64	0	0	0	0	0	0	0	0	0	37984
2006	12	15	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		65.7	0	0	0	0	0	68	46	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	3.1	0	0	55	64	0	0	0	0	0	0	0	0	0	37984
2006	12	16	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		63.2	0	0	0	0	0	61	42	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	5	0	0	51	62	0	0	0	0	0	0	0	0	0	37984
2006	12	17	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		61.6	0	0	0	0	0	75	44	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	11.8	0	0	51	60	0	0	0	0	0	0	0	0	0	37984
2006	12	18	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		60.7	0	0	0	0	0	74	44	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	11.8	0	0	52	62	0	0	0	0	0	0	0	0	0	37984
2006	12	19	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		59.9	0	0	0	0	0	78	53	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	11.8	0	0	56	66	0	0	0	0	0	0	0	0	0	37984
2006	12	20	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		59.5	0	0	0	0	0	79	54	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	19.9	0	0	57	65	0	0	0	0	0	0	0	0	0	37984
2006	12	21	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		61.6	0.02	0	0	0	0	75	56	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	26.7	0	0	57	64	0	0	0	0	0	0	0	0	0	37984
2006	12	22	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		99.4	1.03	0	0	0	0	71	61	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	36	0	0	60	64	0	0	0	0	0	0	0	0	0	37984
2006	12	23	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		93.5	0.03	0	0	0	0	66	46	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	3.1	0	0	57	63	0	0	0	0	0	0	0	0	0	37984
2006	12	24	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		72.1	0	0	0	0	0	66	48	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	37.3	0	0	53	62	0	0	0	0	0	0	0	0	0	37984
2006	12	25	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		83.9	0.5	0	0	0	0	68	50	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.2	0	0	53	58	0	0	0	0	0	0	0	0	0	37984
2006	12	26	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		75.5	0	0	0	0	0	58	43	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	88.2	0	0	50	58	0	0	0	0	0	0	0	0	0	37984
2006	12	27	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		67.8	0	0	0	0	0	47	31	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.9	0	0	43	51	0	0	0	0	0	0	0	0	0	37984
2006	12	28	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		65	0	0	0	0	0	61	32	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.2	0	0	41	52	0	0	0	0	0	0	0	0	0	37984
2006	12	29	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		63.6	0	0	0	0	0	69	43	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	36	0	0	44	56	0	0	0	0	0	0	0	0	0	37984
2006	12	30	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		63	0	0	0	0	0	75	56	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	36	0	0	53	63	0	0	0	0	0	0	0	0	0	37984
2006	12	31	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		157	1.67	0	0	0	0	73	62	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	57	64	0	0	0	0	0	0	0	0	0	37984
2007	1	1	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		224	0.15	0	0	0	0	67	47	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	8.1	0	0	55	64	0	0	0	0	0	0	0	0	0	37984
2007	1	2	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		109	0	0	0	0	0	60	33	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	29.8	0	0	46	59	0	0	0	0	0	0	0	0	0	37984
2007	1	3	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		84.9	0	0	0	0	0	54	33	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	8.1	0	0	45	53	0	0	0	0	0	0	0	0	0	37984
2007	1	4	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0	0.57	77.1	0	0	0	0	0	59	38	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	9.9	0	0	45	54	0	0	0	0	0	0	0	0	0	37984
2007	1	5	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0	0.655	135	1.34	0	0	0	0	72	54	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	55.9	0	0	53	62	0	0	0	0	0	0	0	0	0	37984
2007	1	6	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		154	0.16	0	0	0	0	69	52	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	6.8	0	0	58	65	0	0	0	0	0	0	0	0	0	37984
2007	1	7	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		102	0.1	0	0	0	0	71	61	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	6.2	0	0	58	64	0	0	0	0	0	0	0	0	0	37984
2007	1	8	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		146	0.23	0	0	0	0	75	48	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.2	0	0	57	68	0	0	0	0	0	0	0	0	0	37984
2007	1	9	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		134	0	0	0	0	0	60	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	26.7	0	0	48	58	0	0	0	0	0	0	0	0	0	37984
2007	1	10	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		92.2	0	0	0	0	0	66	36	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	21.1	0	0	45	56	0	0	0	0	0	0	0	0	0	37984
2007	1	11	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		80.2	0	0	0	0	0	57	36	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	9.9	0	0	43	53	0	0	0	0	0	0	0	0	0	37984
2007	1	12	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		75.5	0	0	0	0	0	70	39	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	5	0	0	43	56	0	0	0	0	0	0	0	0	0	37984
2007	1	13	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		72.4	0.02	0	0	0	0	73	54	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	8.7	0	0	53	62	0	0	0	0	0	0	0	0	0	37984
2007	1	14	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		70.1	0	0	0	0	0	78	55	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	8.7	0	0	55	65	0	0	0	0	0	0	0	0	0	37984
2007	1	15	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		68.7	0	0	0	0	0	78	61	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	8.1	0	0	60	66	0	0	0	0	0	0	0	0	0	37984
2007	1	16	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		68	0.09	0	0	0	0	77	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	16.2	0	0	59	68	0	0	0	0	0	0	0	0	0	37984
2007	1	17	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		68.2	0.07	0	0	0	0	52	35	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	3.7	0	0	47	59	0	0	0	0	0	0	0	0	0	37984
2007	1	18	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		66.5	0.02	0	0	0	0	52	35	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	1.2	0	0	47	53	0	0	0	0	0	0	0	0	0	37984
2007	1	19	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		66.5	0.05	0	0	0	0	59	42	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	50	56	0	0	0	0	0	0	0	0	0	37984
2007	1	20	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		66	0.03	0	0	0	0	50	39	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	48	53	0	0	0	0	0	0	0	0	0	37984
2007	1	21	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		64.5	0	0	0	0	0	63	47	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	3.1	0	0	48	55	0	0	0	0	0	0	0	0	0	37984
2007	1	22	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		97.5	1.12	0	0	0	0	72	52	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	5	0	0	52	62	0	0	0	0	0	0	0	0	0	37984
2007	1	23	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		120	0.16	0	0	0	0	55	42	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	50	57	0	0	0	0	0	0	0	0	0	37984
2007	1	24	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		87	0.08	0	0	0	0	50	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	24.9	0	0	48	58	0	0	0	0	0	0	0	0	0	37984
2007	1	25	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		76.4	0.01	0	0	0	0	47	40	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	34.2	0	0	47	49	0	0	0	0	0	0	0	0	0	37984
2007	1	26	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		71	0	0	0	0	0	59	30	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	39.1	0	0	42	54	0	0	0	0	0	0	0	0	0	37984
2007	1	27	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		71.8	0	0	0	0	0	57	31	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	24.9	0	0	42	55	0	0	0	0	0	0	0	0	0	37984
2007	1	28	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		100	0.75	0	0	0	0	54	40	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	41	0	0	44	50	0	0	0	0	0	0	0	0	0	37984
2007	1	29	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		83.7	0	0	0	0	0	54	24	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.8	0	0	39	53	0	0	0	0	0	0	0	0	0	37984
2007	1	30	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		73.6	0	0	0	0	0	49	24	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.1	0	0	37	49	0	0	0	0	0	0	0	0	0	37984
2007	1	31	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		70.1	0	0	0	0	0	54	31	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	31.1	0	0	41	49	0	0	0	0	0	0	0	0	0	37984
2007	2	1	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		92.5	0.06	0	0	0	0	66	31	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	55.9	0	0	40	53	0	0	0	0	0	0	0	0	0	37984
2007	2	2	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		190	0.75	0	0	0	0	67	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	51	56	0	0	0	0	0	0	0	0	0	37984
2007	2	3	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		112	0	0	0	0	0	49	30	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	46	0	0	42	51	0	0	0	0	0	0	0	0	0	37984
2007	2	4	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		84.4	0	0	0	0	0	46	31	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	28	0	0	40	48	0	0	0	0	0	0	0	0	0	37984
2007	2	5	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		73.8	0	0	0	0	0	55	33	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	21.7	0	0	40	51	0	0	0	0	0	0	0	0	0	37984
2007	2	6	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		67.7	0	0	0	0	0	56	33	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	29.2	0	0	40	51	0	0	0	0	0	0	0	0	0	37984
2007	2	7	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		64.9	0	0	0	0	0	64	34	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	28	0	0	40	55	0	0	0	0	0	0	0	0	0	37984
