1																																																																																	
1																																																																																	
1																																																																																	
Year	Mnth	Day	STATION	NAME	LATITUDE	LONGITUDE	ELEVATION	AWND	DAPR	FMTM	FRGB	FRGT	MDPR	MDSF	PGTM	Q	prcp(mm/day)	PSUN	SNOW	SNWD	TAVG	tmax(C)_daymet	tmin(C)_daymet	TOBS	TSUN	WDF1	WDF2	WDF5	WDFG	WDFM	WESD	WESF	WSF1	WSF2	WSF5	WSFG	WSFM	WT01	WT02	WT03	WT04	WT05	WT06	WT07	WT08	WT09	WT10	WT11	WT13	WT14	WT15	WT16	WT17	WT18	WT19	WT21	WT22	WV03	WV20	DAEV	DAWM	EVAP	MDEV	MDWM	MNPN	MXPN	WDMV	FRTH	GAHT	SN32	SX32	DASF	SN02	SX02	SN01	SN03	SX01	SX03	SN52	SX52	Occur
2005	2	11	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.04		1605				44800	1126		0		0	0	46	62	30				320	360			0			14.1	17.9																																														27226
2005	2	12	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.14		1612				35200	1553		0		0	0	51	66	35				220	220			0			10.1	13																																														27226
2005	2	13	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	11.63		1718				30300	1749		0.67		0	0	60	71	48				150	160			0			21.9	29.1			1											1			1																													27226
2005	2	14	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.14		10				39500	45		0.01		0	0	63	73	52				210	230			0			17.9	21			1	1										1	1		1				1																									27226
2005	2	15	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.26		1458				48400	1457		0		0	0	62	75	49				210	210			0			16.1	17.9			1	1										1																																27226
2005	2	16	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.71		2230				40900	2229		0		0	0	70	79	60				10	10			0			17.9	21.9			1											1																																27226
2005	2	17	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	11.86		1043				34000	1035		0		0	0	55	63	46				10	10			0			23	28																																														27226
2005	2	18	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	8.05		1353				26900	1103		0		0	0	49	60	38				20	40			0			17	21																																														27226
2005	2	19	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	8.05		1129				25200	1121		0		0	0	52	65	38				130	140			0			17	21										1																																				27226
2005	2	20	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	8.72		1110				21400	1004		0		0	0	63	72	53				140	160			0			17	21.9																	1																													27226
2005	2	21	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	8.28		1421				26300	1340		0		0	0	68	79	56				220	240			0			17	21			1	1										1																																27226
2005	2	22	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.59		1554				40100	1629		0		0	0	72	80	63				200	200			0			14.1	15			1	1										1																																27226
2005	2	23	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.82		1415				37700	1427		0.35		0	0	66	70	62				140	160			0			17.9	21			1	1						1				1			1																													27226
2005	2	24	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	8.5		2211				50600	2249		0.33		0	0	59	66	52				30	30			0			17	23.9			1											1			1																													27226
2005	2	25	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	11.18		845				61100	741		0		0	0	57	66	47				10	10			0			17	21																	1																													27226
2005	2	26	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	8.05		1146				53800	1108		0		0	0	52	61	42				90	100			0			14.1	17.9																	1																													27226
2005	2	27	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.93		946				44900	941		0.34		0	0	53	56	50				60	60			0			19.9	25.1			1											1	1		1																													27226
2005	2	28	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	8.72		1240				45400	1613		0		0	0	52	62	42				310	300			0			21.9	25.9			1											1																																27226
2005	3	1	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	8.5		1237				54000	1237		0		0	0	49	60	37				300	290			0			21.9	25.9																																														27226
2005	3	2	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.59		943				48700	937		0		0	0	46	57	34				40	30			0			15	19.9																	1																													27226
2005	3	3	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.71		1909				44100	1908		0.43		0	0	48	52	44				20	20			0			12.1	14.1			1											1			1																													27226
2005	3	4	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	3.58		1650				36900	1653		0		0	0	56	67	44				170	180			0			14.1	15																																														27226
2005	3	5	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.93		1505				30200	1441		0		0	0	60	76	43				310	300			0			16.1	21			1	1										1							1																									27226
2005	3	6	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	4.47		245				26600	945		0		0	0	58	68	47				20	100			0			10.1	12.1																																														27226
2005	3	7	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	9.4		1340				22900	1333		0.15		0	0	63	76	50				210	190			0			23.9	30			1											1			1																													27226
2005	3	8	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	12.3		719				41800	156		0		0	0	55	64	46				330	310			0			23.9	31.1																																														27226
2005	3	9	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.71		1605				50900	1344		0		0	0	51	59	43				190	170			0			14.1	17.9																																														27226
2005	3	10	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	7.38		812				45900	824		0		0	0	51	63	39				10	20			0			15	17.9																																														27226
2005	3	11	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	9.4		1426				38700	1428		0		0	0	56	72	39				300	320			0			25.9	33.1																																														27226
2005	3	12	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	11.41		1542				28800	1641		0		0	0	58	74	41				220	220			0			21.9	25.9																																														27226
2005	3	13	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	11.41		1234				24900	1221		0		0	0	66	76	56				210	200			0			23.9	31.1																																														27226
2005	3	14	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	8.72		1552				25900	1437		0		0	0	62	70	53				350	360			0			15	19.9			1											1	1		1																													27226
2005	3	15	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	9.84		904				27900	903		1.07		0	0	59	67	51				80	70			0			21	23.9			1		1									1			1																													27226
2005	3	16	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	9.62		2317				29000	2315		0.39		0	0	55	63	46				330	330			0			15	17.9			1		1									1			1																													27226
2005	3	17	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	10.07		1815				26400	1813		0		0	0	48	50	45				340	340			0			15	19.9															1		1																													27226
2005	3	18	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.14		1558				23500	1557		0		0	0	53	62	43				140	130			0			14.1	17																																														27226
2005	3	19	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.59		1228				21800	1227		0		0	0	57	72	42				200	190			0			16.1	19.9			1											1																																27226
2005	3	20	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.37		1439				19400	1420		0.06		0	0	59	67	51				130	130			0			16.1	17.9			1	1										1			1				1																									27226
2005	3	21	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	8.72		1508				19000	1553		0		0	0	64	73	54				130	130			0			17	19.9			1											1																																27226
2005	3	22	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	10.29		1041				20600	1039		0.4		0	0	71	81	60				300	320			0			25.1	31.1			1		1									1	1		1																													27226
2005	3	23	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	7.38		1348				34300	1422		0		0	0	66	76	55				290	310			0			16.1	19.9			1											1																																27226
2005	3	24	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.04		1751				41400	1750		0		0	0	63	77	48				170	160			0			13	15																																														27226
2005	3	25	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.14		1707				38500	1243		0.02		0	0	73	85	61				180	280			0			13	15			1	1						1				1			1																													27226
2005	3	26	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	7.38		2314				31600	2241		0.45		0	0	69	75	63				190	180			0			19.9	25.1			1	1	1									1			1																													27226
2005	3	27	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	10.51		1918				34000	1917		0.27		0	0	65	76	53				280	280			0			23.9	32			1	1										1			1																													27226
2005	3	28	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	10.29		58				34900	40		0		0	0	61	73	48				290	300			0			21.9	30																																														27226
2005	3	29	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.82		1707				30000	1703		0		0	0	58	75	41				180	190			0			15	17.9																																														27226
2005	3	30	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	11.86		1838				25800	1835		0		0	0	65	76	54				140	140			0			21	25.9			1											1																																27226
2005	3	31	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	11.86		2046				39000	1003		2.04		0	0	69	77	60				110	340			0			25.9	31.1			1		1									1			1																													27226
2005	4	1	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	15.21		405				84500	405		6.27		0	0	63	73	53				90	90			0			40.9	47			1	1	1	1	1							1			1																													27226
2005	4	2	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	11.63		1109				95200	1109		0		0	0	56	69	43				330	330			0			30	33.1																																														27226
2005	4	3	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.37		1631				93000	1449		0		0	0	56	74	37				200	210			0			15	17.9																																														27226
2005	4	4	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.26		1239				81200	1237		0		0	0	61	76	46				130	130			0			19.9	23																																														27226
2005	4	5	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	10.96		1331				60800	1406		0		0	0	66	76	55				120	140			0			21.9	25.9																																														27226
2005	4	6	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	12.3		1115				53200	1118		3.25		0	0	68	71	64				140	150			0			25.9	33.1			1		1									1			1																													27226
2005	4	7	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	8.5		1626				56500	1544		0		0	0	66	72	59				290	280			0			17	21.9			1											1	1		1																													27226
2005	4	8	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	8.05		1528				123000	1527		0		0	0	63	71	54				330	330			0			17.9	21.9			1											1																																27226
2005	4	9	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	4.47		1524				134000	1532		0		0	0	65	80	49				200	180			0			13	16.1			1							1				1																																27226
2005	4	10	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	9.62		1304				134000	1318		0		0	0	68	78	57				150	140			0			21	23.9			1	1										1																																27226
2005	4	11	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	15.21		2349				120000	2348		0.7		0	0	69	76	61				210	200			0			38.9	46.1			1		1									1			1																													27226
2005	4	12	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	7.16		2357				97100	1506		0.93		0	0	69	81	57				220	290			0			19.9	21.9			1		1									1			1																													27226
2005	4	13	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	10.74		1155				88900	1155		0		0	0	64	78	50				280	270			0			21	28																																														27226
2005	4	14	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	8.95		1449				84200	1448		0		0	0	61	71	51				20	20			0			21	25.1			1											1																																27226
2005	4	15	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.04		1450				68700	1546		0		0	0	65	80	49				330	30			0			15	21.9			1											1																																27226
2005	4	16	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.82		945				54300	1056		0		0	0	66	77	54				120	100			0			16.1	21																																														27226
2005	4	17	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	4.03		1648				43000	1641		0		0	0	64	80	48				210	210			0			14.1	16.1																																														27226
2005	4	18	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	4.25		1531				35600	1611		0		0	0	64	79	49				180	160			0			15	17																																														27226
2005	4	19	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.59		1454				28600	1208		0		0	0	65	76	54				130	150			0			15	19.9																	1																													27226
2005	4	20	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.37		1504				23800	1507		0		0	0	67	79	55				180	170			0			16.1	17.9			1	1										1																																27226
2005	4	21	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.04		2248				19700	1530		0		0	0	70	83	57				100	200			0			17	21			1											1							1																									27226
2005	4	22	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	10.51		1653				17400	1653		0		0	0	74	84	64				220	210			0			21.9	28			1											1																																27226
2005	4	23	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	13.2		1246				17800	1246		0		0	0	62	73	51				340	340			0			25.1	30																																														27226
2005	4	24	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.71		1259				16500	1259		0		0	0	56	68	44				330	340			0			17	21																																														27226
2005	4	25	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	7.38		1122				12500	1535		0.32		0	0	56	68	44				130	130			0			16.1	17.9																	1																													27226
2005	4	26	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	8.72		1121				15700	1414		0.72		0	0	69	81	56				280	10			0			21	25.9			1		1									1			1																													27226
2005	4	27	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	4.92		1510				19300	1512		0		0	0	65	80	49				320	310			0			16.1	19.9																																														27226
2005	4	28	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	8.28		1636				17300	1607		0		0	0	67	80	54				200	200			0			17.9	23																																														27226
2005	4	29	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	12.08		1200				14000	904		0		0	0	71	80	62				180	160			0			19.9	25.1																																														27226
2005	4	30	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	11.63		625				19400	625		4.43		0	0	66	76	56				330	330			0			25.9	31.1			1		1					1				1			1																													27226
2005	5	1	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	11.41		1001				29800	1001		0		0	0	62	73	51				10	10			0			23	28																																														27226
2005	5	2	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	8.95		1021				28400	1512		0		0	0	64	77	50				20	20			0			17	21																																														27226
2005	5	3	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	9.84		333				25300	923		0		0	0	65	75	54				10	20			0			17	21																																														27226
2005	5	4	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	10.96		930				18300	914		0		0	0	64	73	54				30	20			0			21	25.9																																														27226
2005	5	5	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	8.05		717				12800	1412		0		0	0	67	82	51				10	10			0			15	17.9																																														27226
2005	5	6	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	4.03		1206				10200	1219		0		0	0	68	78	58				10	30			0			12.1	14.1			1											1																																27226
2005	5	7	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	4.03		1626				9350	1531		0		0	0	67	80	53				180	160			0			14.1	17			1	1						1				1																																27226
2005	5	8	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	4.47		1446				7900	1506		0		0	0	68	80	55				190	160			0			15	17.9			1											1																																27226
2005	5	9	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	4.25		1628				8060	1340		0		0	0	70	83	56				170	280			0			12.1	16.1																	1																													27226
2005	5	10	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.59		1442				6390	1441		0		0	0	74	84	63				140	130			0			16.1	17.9			1	1						1				1	1		1																													27226
2005	5	11	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	3.58		1648				8510	1647		0		0	0	78	89	66				210	200			0			14.1	16.1			1	1						1				1																																27226
2005	5	12	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.37		1646				8820	1557		0		0	0	77	91	63				140	140			0			15	17.9			1	1										1																																27226
2005	5	13	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.93		1206				6990	1206		0		0	0	75	85	64				140	140			0			17.9	21			1							1				1																																27226
2005	5	14	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.04		1245				8040	1248		0		0	0	74	85	62				140	140			0			17	21			1							1				1							1																									27226
2005	5	15	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.14		1418				8990	1314		0.01		0	0	75	84	66				160	310			0			13	17.9			1		1									1			1																													27226
2005	5	16	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.82		729				11200	1028		0		0	0	72	84	60				30	20			0			13	15																																														27226
2005	5	17	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.93		1026				11900	1025		0		0	0	73	85	61				150	150			0			15	17																																														27226
2005	5	18	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.59		1341				8800	1531		0		0	0	76	88	63				150	150			0			14.1	17			1	1										1																																27226
2005	5	19	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.59		1229				4640	1228		0		0	0	75	87	62				160	150			0			15	17			1																		1																									27226
2005	5	20	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.49		1505				5210	1631		0.03		0	0	78	90	65				220	240			0			17	21			1	1	1									1			1				1																									27226
2005	5	21	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.04		1640				11300	1621		0		0	0	78	89	67				20	20			0			13	15			1											1																																27226
2005	5	22	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.82		1604				7720	1434		0		0	0	78	90	66				210	130			0			14.1	21			1							1				1																																27226
2005	5	23	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.93		1750				6420	1010		0		0	0	83	94	72				210	290			0			14.1	17.9			1							1				1																																27226
2005	5	24	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	7.61		2026				8930	1303		0		0	0	86	97	74				30	300			0			17	23			1							1				1																																27226
2005	5	25	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.71		741				7400	1021		0		0	0	75	84	65				70	80			0			14.1	17																	1																													27226
2005	5	26	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	4.7		1557				3710	1528		0		0	0	74	86	61				20	20			0			12.1	14.1																																														27226
2005	5	27	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	4.7		1624				2920	1624		0		0	0	74	88	60				180	180			0			17	19.9																																														27226
2005	5	28	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.04		1621				4260	1647		0		0	0	78	90	66				200	210			0			16.1	19.9																																														27226
2005	5	29	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.04		1900				6640	1859		0.27		0	0	75	83	66				150	150			0			17	21.9			1		1									1			1																													27226
2005	5	30	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.93		1509				18300	1507		0.22		0	0	77	83	70				180	180			0			14.1	16.1			1											1			1																													27226
2005	5	31	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.04		538				19400	537		2.22		0	0	75	79	70				190	170			0			16.1	19.9			1		1									1			1																													27226
2005	6	1	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	3.8		1408				49000	1408		0.07		0	0	75	81	69				290	290			0			10.1	13			1											1			1																													27226
2005	6	2	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.04		1634				67400	1633		0		0	0	79	87	71				200	200			0			14.1	16.1					1												1																													27226
2005	6	3	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.37		1610				67800	1553		0		0	0	79	89	69				180	190			0			15	17.9			1	1										1			1																													27226
2005	6	4	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.93		1555				53700	1556		0		0	0	80	90	70				180	180			0			16.1	17.9			1											1							1																									27226
2005	6	5	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.04		1643				34300	1550		0		0	0	81	88	73				140	130			0			14.1	16.1					1												1																													27226
2005	6	6	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	4.03		1703				22400	1703		0.32		0	0	75	81	68				160	160			0			14.1	15			1		1									1			1																													27226
2005	6	7	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	3.58		1236				18500	1236		0.45		0	0	76	85	66				200	210			0			17	19.9			1		1									1			1				1																									27226
2005	6	8	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	4.25		1522				22200	1521		0		0	0	79	89	69				150	160			0			16.1	19.9			1		1									1							1																									27226
2005	6	9	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	4.7		1000				27800	1000		0.02		0	0	81	90	71				160	160			0			17	19.9			1											1			1				1																									27226
2005	6	10	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	9.17		1241				25900	1240		0		0	0	79	86	72				120	120			0			25.1	31.1					1												1																													27226
2005	6	11	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	14.54		834				32900	825		4.52		0	0	73	75	70				10	30			0			25.9	34.9			1	1										1			1																													27226
2005	6	12	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.26		1800				84800	1658		0		0	0	78	88	68				190	180			0			12.1	14.1																	1																													27226
2005	6	13	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.37		1141				123000	1512		0		0	0	82	90	73				160	210			0			15	16.1			1											1			1				1																									27226
2005	6	14	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	4.25		1603				139000	1610		0		0	0	83	94	72				190	190			0			15	17			1		1									1			1				1																									27226
2005	6	15	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.82		2025				130000	2011		0.76		0	0	83	95	70				20	10			0			33.1	40.9			1		1									1			1																													27226
2005	6	16	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	4.7		1412				93800	1404		0		0	0	81	92	70				330	330			0			14.1	19.9																																														27226
2005	6	17	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	3.8		1551				56800	1614		0.51		0	0	81	91	70				50	220			0			21	25.9			1		1									1			1																													27226
2005	6	18	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.14		540				35800	539		0.03		0	0	78	88	68				30	20			0			14.1	16.1			1		1									1			1																													27226
2005	6	19	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.37		1413				20500	1413		0		0	0	77	88	65				20	30			0			14.1	17																																														27226
2005	6	20	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.49		1935				11900	1933		0		0	0	78	88	68				90	90			0			16.1	17.9										1							1																													27226
2005	6	21	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	5.14		1640				14000	1215		0		0	0	80	89	70				160	90			0			13	15										1																																				27226
2005	6	22	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	3.8		1225				12300	1051		0		0	0	80	91	68				30	360			0			12.1	16.1			1							1											1																									27226
2005	6	23	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	4.7		1811				11200	1149		0		0	0	82	93	70				220	70			0			10.1	14.1										1																																				27226
2005	6	24	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	4.25		1512				11000	1511		0.1		0	0	82	92	71				110	100			0			25.1	31.1			1							1				1			1																													27226
2005	6	25	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.93		1725				8800	1725		0		0	0	80	90	70				20	20			0			16.1	19.9			1							1				1																																27226
2005	6	26	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	6.71		1212				6650	1211		0		0	0	78	88	68				50	50			0			16.1	19.9										1																																				27226
2005	6	27	USW00013894	"MOBILE REGIONAL AIRPORT, AL US"	30.68819	-88.24598	65.5	4.7		1523				6520	1534		0		0	0	81	90	71				130	150			0			15	16.1			1		1					1				1																																27226
