1												
1												
1												
Year	Mnth	Day	LATITUDE	LONGITUDE	ELEVATION	prcp(mm/day)	GWD	SNOW	SNWD	tmax(C)_daymet	tmin(C)_daymet	TOBS
1985	9	27	0	0	0	0		0	0	85	56	56
1985	9	28	0	0	0	0		0	0	75	51	51
1985	9	29	0	0	0	0		0	0	80	51	63
1985	9	30	0	0	0	0		0	0	82	63	70
1985	10	1	0	0	0	1.04		0	0	84	69	71
1985	10	2	0	0	0	0.05		0	0	76	56	57
1985	10	3	0	0	0	0		0	0	72	57	63
1985	10	4	0	0	0	0.02		0	0	81	63	67
1985	10	5	0	0	0	0		0	0	85	60	60
1985	10	6	0	0	0	0		0	0	72	45	49
1985	10	7	0	0	0	0		0	0	71	45	46
1985	10	8	0	0	0	0		0	0	75	46	55
1985	10	9	0	0	0	0		0	0	82	55	66
1985	10	10	0	0	0	0		0	0	84	64	64
1985	10	11	0	0	0	0		0	0	86	61	61
1985	10	12	0	0	0	0		0	0	87	61	62
1985	10	13	0	0	0	0		0	0	87	61	67
1985	10	14	0	0	0	0		0	0	86	64	64
1985	10	15	0	0	0	0		0	0	85	64	69
1985	10	16	0	0	0	0.17		0	0	86	68	69
1985	10	17	0	0	0	0		0	0	84	66	67
1985	10	18	0	0	0	0		0	0	88	67	72
1985	10	19	0	0	0	0		0	0	84	67	68
1985	10	20	0	0	0	0		0	0	83	66	67
1985	10	21	0	0	0	0.79		0	0	85	66	67
1985	10	22	0	0	0	0.56		0	0	83	66	66
1985	10	23	0	0	0	0		0	0	85	66	69
1985	10	24	0	0	0	0		0	0	84	68	70
1985	10	25	0	0	0	0.03		0	0	84	66	66
1985	10	26	0	0	0	0		0	0	0	0	0
1985	10	27	0	0	0	0		0	0	0	0	0
1985	10	28	0	0	0	3.44		0	0	83	61	74
1985	10	29	0	0	0	0.4		0	0	82	73	75
1985	10	30	0	0	0	3.85		0	0	78	64	64
1985	10	31	0	0	0	0.33		0	0	76	64	67
1985	11	1	0	0	0	1.36		0	0	70	60	60
1985	11	2	0	0	0	0		0	0	68	55	57
1985	11	3	0	0	0	1.22		0	0	64	56	58
1985	11	4	0	0	0	0		0	0	62	44	44
1985	11	5	0	0	0	0		0	0	62	39	39
1985	11	6	0	0	0	0		0	0	65	37	37
1985	11	7	0	0	0	0		0	0	69	37	57
1985	11	8	0	0	0	0		0	0	77	43	43
1985	11	9	0	0	0	0		0	0	69	43	48
1985	11	10	0	0	0	0		0	0	76	48	58
1985	11	11	0	0	0	0.04		0	0	81	58	59
1985	11	12	0	0	0	0		0	0	81	58	64
1985	11	13	0	0	0	0		0	0	82	63	66
1985	11	14	0	0	0	0		0	0	79	63	67
1985	11	15	0	0	0	0		0	0	81	67	69
1985	11	16	0	0	0	0		0	0	82	66	66
1985	11	17	0	0	0	0		0	0	81	64	67
1985	11	18	0	0	0	0		0	0	81	66	66
1985	11	19	0	0	0	0		0	0	81	64	66
1985	11	20	0	0	0	0		0	0	80	66	71
1985	11	21	0	0	0	0		0	0	78	61	62
1985	11	22	0	0	0	0.1		0	0	69	57	57
1985	11	23	0	0	0	0		0	0	70	51	52
1985	11	24	0	0	0	0		0	0	71	51	61
1985	11	25	0	0	0	0		0	0	75	61	64
1985	11	26	0	0	0	0		0	0	79	63	66
1985	11	27	0	0	0	0		0	0	79	63	65
1985	11	28	0	0	0	0.42		0	0	81	64	72
1985	11	29	0	0	0	0.4		0	0	79	66	67
1985	11	30	0	0	0	1.79		0	0	73	63	63
1985	12	1	0	0	0	0.02		0	0	72	63	72
1985	12	2	0	0	0	0.64		0	0	78	40	40
1985	12	3	0	0	0	0		0	0	54	31	31
1985	12	4	0	0	0	0		0	0	55	31	33
1985	12	5	0	0	0	0		0	0	64	33	43
1985	12	6	0	0	0	0		0	0	65	39	40
1985	12	7	0	0	0	0		0	0	60	32	32
1985	12	8	0	0	0	0		0	0	62	32	49
1985	12	9	0	0	0	0		0	0	71	46	51
1985	12	10	0	0	0	0		0	0	72	51	54
1985	12	11	0	0	0	0		0	0	74	54	67
1985	12	12	0	0	0	0.03		0	0	78	63	64
1985	12	13	0	0	0	1.9		0	0	71	63	64
1985	12	14	0	0	0	0.02		0	0	64	32	32
1985	12	15	0	0	0	0		0	0	43	22	27
1985	12	16	0	0	0	0		0	0	49	23	24
1985	12	17	0	0	0	0		0	0	56	24	30
1985	12	18	0	0	0	0		0	0	62	30	41
1985	12	19	0	0	0	0		0	0	56	29	29
1985	12	20	0	0	0	0		0	0	50	28	29
1985	12	21	0	0	0	0		0	0	57	27	27
1985	12	22	0	0	0	0		0	0	50	26	27
1985	12	23	0	0	0	0		0	0	60	27	54
1985	12	24	0	0	0	0		0	0	68	48	48
1985	12	25	0	0	0	0		0	0	67	28	29
1985	12	26	0	0	0	0		0	0	35	16	22
1985	12	27	0	0	0	0		0	0	44	22	35
1985	12	28	0	0	0	0.34		0	0	65	35	54
1985	12	29	0	0	0	0.77		0	0	54	39	42
1985	12	30	0	0	0	0		0	0	60	31	32
1985	12	31	0	0	0	0		0	0	62	30	61
1986	1	1	0	0	0	1.39		0	0	70	48	48
1986	1	2	0	0	0	0		0	0	60	38	40
1986	1	3	0	0	0	0		0	0	66	39	52
1986	1	4	0	0	0	0.03		0	0	68	49	51
1986	1	5	0	0	0	0.19		0	0	58	36	37
1986	1	6	0	0	0	0		0	0	50	23	24
1986	1	7	0	0	0	0.25		0	0	56	24	43
1986	1	8	0	0	0	0.03		0	0	57	39	39
1986	1	9	0	0	0	0		0	0	57	38	43
1986	1	10	0	0	0	0.43		0	0	48	41	47
1986	1	11	0	0	0	0.42		0	0	50	34	35
1986	1	12	0	0	0	0		0	0	60	31	33
1986	1	13	0	0	0	0		0	0	64	33	41
1986	1	14	0	0	0	0		0	0	57	28	28
1986	1	15	0	0	0	0		0	0	61	27	36
1986	1	16	0	0	0	0		0	0	71	34	38
1986	1	17	0	0	0	0		0	0	69	38	49
1986	1	18	0	0	0	0		0	0	0	0	0
1986	1	19	0	0	0	0		0	0	73	47	52
1986	1	20	0	0	0	0		0	0	0	0	0
1986	1	21	0	0	0	0		0	0	65	36	40
1986	1	22	0	0	0	0		0	0	73	40	48
1986	1	23	0	0	0	0		0	0	73	41	41
1986	1	24	0	0	0	0		0	0	57	35	35
1986	1	25	0	0	0	0		0	0	61	35	46
1986	1	26	0	0	0	0.85		0	0	71	45	45
1986	1	27	0	0	0	0		0	0	53	30	30
1986	1	28	0	0	0	0		0	0	35	20	20
1986	1	29	0	0	0	0		0	0	49	20	36
1986	1	30	0	0	0	0		0	0	70	36	46
1986	1	31	0	0	0	0		0	0	67	36	37
1986	2	1	0	0	0	0		0	0	68	37	43
1986	2	2	0	0	0	0		0	0	71	42	52
1986	2	3	0	0	0	0		0	0	71	46	47
1986	2	4	0	0	0	0		0	0	73	47	63
1986	2	5	0	0	0	1.21		0	0	77	62	62
1986	2	6	0	0	0	0.46		0	0	76	60	61
1986	2	7	0	0	0	0		0	0	71	45	45
1986	2	8	0	0	0	0.64		0	0	70	45	54
1986	2	9	0	0	0	0.03		0	0	61	50	53
1986	2	10	0	0	0	0.07		0	0	62	53	59
1986	2	11	0	0	0	0.11		0	0	65	34	34
1986	2	12	0	0	0	0		0	0	38	25	25
1986	2	13	0	0	0	0		0	0	49	25	27
1986	2	14	0	0	0	0		0	0	48	27	39
1986	2	15	0	0	0	0.06		0	0	63	37	37
1986	2	16	0	0	0	0		0	0	63	36	40
1986	2	17	0	0	0	0		0	0	71	40	60
1986	2	18	0	0	0	0.07		0	0	71	60	63
1986	2	19	0	0	0	0		0	0	74	61	65
1986	2	20	0	0	0	0		0	0	75	57	60
1986	2	21	0	0	0	0		0	0	76	60	64
1986	2	22	0	0	0	0		0	0	72	54	58
1986	2	23	0	0	0	0.98		0	0	65	40	45
1986	2	24	0	0	0	0		0	0	67	41	44
1986	2	25	0	0	0	0		0	0	72	38	38
1986	2	26	0	0	0	0		0	0	61	36	38
1986	2	27	0	0	0	0		0	0	71	38	62
1986	2	28	0	0	0	0		0	0	74	45	46
1986	3	1	0	0	0	0		0	0	57	28	28
1986	3	2	0	0	0	0		0	0	51	26	29
1986	3	3	0	0	0	0		0	0	61	29	57
1986	3	4	0	0	0	0.45		0	0	74	52	52
1986	3	5	0	0	0	0.04		0	0	69	35	36
1986	3	6	0	0	0	0		0	0	64	36	54
1986	3	7	0	0	0	0		0	0	70	35	36
1986	3	8	0	0	0	0		0	0	72	36	46
1986	3	9	0	0	0	0		0	0	72	45	55
1986	3	10	0	0	0	0		0	0	70	55	63
1986	3	11	0	0	0	0.02		0	0	75	63	65
1986	3	12	0	0	0	0		0	0	79	65	70
1986	3	13	0	0	0	0.83		0	0	75	60	60
1986	3	14	0	0	0	1.82		0	0	61	55	57
1986	3	15	0	0	0	0		0	0	72	52	52
1986	3	16	0	0	0	0		0	0	78	52	56
1986	3	17	0	0	0	0		0	0	79	49	49
1986	3	18	0	0	0	0		0	0	79	49	59
1986	3	19	0	0	0	0.3		0	0	78	59	72
1986	3	20	0	0	0	0.25		0	0	74	48	48
1986	3	21	0	0	0	0.1		0	0	57	35	36
1986	3	22	0	0	0	0		0	0	50	29	30
1986	3	23	0	0	0	0		0	0	58	30	39
1986	3	24	0	0	0	0		0	0	67	38	41
1986	3	25	0	0	0	0		0	0	77	41	42
1986	3	26	0	0	0	0		0	0	75	42	49
1986	3	27	0	0	0	0		0	0	77	49	56
1986	3	28	0	0	0	0		0	0	81	52	53
1986	3	29	0	0	0	0		0	0	79	44	46
1986	3	30	0	0	0	0		0	0	80	46	56
1986	3	31	0	0	0	0		0	0	79	49	50
1986	4	1	0	0	0	0		0	0	81	48	50
1986	4	2	0	0	0	0		0	0	80	50	58
1986	4	3	0	0	0	0		0	0	81	50	51
1986	4	4	0	0	0	0		0	0	77	51	59
1986	4	5	0	0	0	0		0	0	81	53	55
1986	4	6	0	0	0	0		0	0	80	55	61
1986	4	7	0	0	0	0		0	0	81	57	59
1986	4	8	0	0	0	0		0	0	87	59	68
1986	4	9	0	0	0	0.49		0	0	81	58	59
1986	4	10	0	0	0	0		0	0	72	45	47
1986	4	11	0	0	0	0		0	0	71	47	49
1986	4	12	0	0	0	0		0	0	75	49	55
1986	4	13	0	0	0	1.32		0	0	65	53	58
1986	4	14	0	0	0	0		0	0	76	51	52
1986	4	15	0	0	0	0		0	0	77	52	67
1986	4	16	0	0	0	0.02		0	0	78	49	50
1986	4	17	0	0	0	0		0	0	71	43	45
1986	4	18	0	0	0	0		0	0	73	45	52
1986	4	19	0	0	0	0		0	0	78	51	53
1986	4	20	0	0	0	0		0	0	77	53	63
1986	4	21	0	0	0	0.44		0	0	76	50	52
1986	4	22	0	0	0	0		0	0	77	46	50
1986	4	23	0	0	0	0		0	0	71	41	42
1986	4	24	0	0	0	0		0	0	73	42	47
1986	4	25	0	0	0	0		0	0	78	44	48
1986	4	26	0	0	0	0		0	0	81	47	48
1986	4	27	0	0	0	0		0	0	80	48	53
1986	4	28	0	0	0	0		0	0	81	53	59
1986	4	29	0	0	0	0		0	0	83	58	64
1986	4	30	0	0	0	0		0	0	85	53	54
1986	5	1	0	0	0	0		0	0	85	54	62
1986	5	2	0	0	0	0		0	0	85	62	68
1986	5	3	0	0	0	0		0	0	82	54	54
1986	5	4	0	0	0	0		0	0	81	54	61
1986	5	5	0	0	0	0		0	0	80	52	53
1986	5	6	0	0	0	0		0	0	81	53	70
1986	5	7	0	0	0	0		0	0	81	70	70
1986	5	8	0	0	0	0		0	0	84	66	68
1986	5	9	0	0	0	0		0	0	87	68	70
1986	5	10	0	0	0	0		0	0	93	69	72
1986	5	11	0	0	0	0		0	0	82	67	68
1986	5	12	0	0	0	0		0	0	80	64	64
1986	5	13	0	0	0	0.15		0	0	77	63	65
1986	5	14	0	0	0	0		0	0	82	61	62
1986	5	15	0	0	0	0		0	0	84	62	66
1986	5	16	0	0	0	0		0	0	84	63	64
1986	5	17	0	0	0	0		0	0	85	61	63
1986	5	18	0	0	0	0		0	0	83	63	73
1986	5	19	0	0	0	2.43		0	0	83	66	68
1986	5	20	0	0	0	0.78		0	0	80	60	61
1986	5	21	0	0	0	0		0	0	80	55	56
1986	5	22	0	0	0	0		0	0	78	55	55
1986	5	23	0	0	0	0		0	0	84	54	59
1986	5	24	0	0	0	0		0	0	85	59	62
1986	5	25	0	0	0	0		0	0	87	62	65
1986	5	26	0	0	0	0		0	0	87	65	66
1986	5	27	0	0	0	0		0	0	85	66	70
1986	5	28	0	0	0	0.41		0	0	85	70	75
1986	5	29	0	0	0	0.17		0	0	84	70	70
1986	5	30	0	0	0	0.41		0	0	85	70	72
1986	5	31	0	0	0	0		0	0	89	70	70
1986	6	1	0	0	0	0.04		0	0	90	70	73
1986	6	2	0	0	0	0		0	0	90	69	69
1986	6	3	0	0	0	0		0	0	93	69	69
1986	6	4	0	0	0	0		0	0	93	69	73
1986	6	5	0	0	0	0		0	0	88	69	70
1986	6	6	0	0	0	0.06		0	0	90	70	72
1986	6	7	0	0	0	0		0	0	89	71	71
1986	6	8	0	0	0	0		0	0	89	71	76
1986	6	9	0	0	0	0		0	0	89	75	76
1986	6	10	0	0	0	2.4		0	0	85	73	74
1986	6	11	0	0	0	0		0	0	85	73	73
1986	6	12	0	0	0	0.04		0	0	90	73	78
1986	6	13	0	0	0	0.02		0	0	90	73	73
1986	6	14	0	0	0	0		0	0	92	67	67
1986	6	15	0	0	0	0		0	0	92	67	72
1986	6	16	0	0	0	0.11		0	0	89	69	70
1986	6	17	0	0	0	0.13		0	0	69	69	0
1986	6	18	0	0	0	0		0	0	92	69	71
1986	6	19	0	0	0	0.22		0	0	93	71	72
1986	6	20	0	0	0	0.25		0	0	92	70	72
1986	6	21	0	0	0	0		0	0	88	68	69
1986	6	22	0	0	0	0		0	0	94	69	75
1986	6	23	0	0	0	0		0	0	92	71	72
1986	6	24	0	0	0	0		0	0	94	69	69
1986	6	25	0	0	0	0		0	0	94	68	72
1986	6	26	0	0	0	0.45		0	0	91	71	71
1986	6	27	0	0	0	0		0	0	92	71	72
1986	6	28	0	0	0	0		0	0	92	72	72
1986	6	29	0	0	0	0.33		0	0	87	71	71
1986	6	30	0	0	0	0.2		0	0	87	70	71
1986	7	1	0	0	0	0		0	0	91	71	73
1986	7	2	0	0	0	0.04		0	0	92	73	78
1986	7	3	0	0	0	0		0	0	93	73	73
1986	7	4	0	0	0	0		0	0	91	71	72
1986	7	5	0	0	0	0		0	0	90	72	73
1986	7	6	0	0	0	0.3		0	0	92	72	80
1986	7	7	0	0	0	0.03		0	0	88	71	71
1986	7	8	0	0	0	0.4		0	0	90	70	70
1986	7	9	0	0	0	0		0	0	91	70	71
1986	7	10	0	0	0	0		0	0	92	71	73
1986	7	11	0	0	0	0		0	0	91	72	76
1986	7	12	0	0	0	0		0	0	91	74	75
1986	7	13	0	0	0	0		0	0	92	71	76
1986	7	14	0	0	0	0		0	0	95	71	71
1986	7	15	0	0	0	0		0	0	96	71	71
1986	7	16	0	0	0	0.05		0	0	73	0	0
1986	7	17	0	0	0	0		0	0	94	71	71
1986	7	18	0	0	0	0		0	0	94	71	73
1986	7	19	0	0	0	0		0	0	95	73	73
1986	7	20	0	0	0	0		0	0	97	73	78
1986	7	21	0	0	0	3.95		0	0	99	73	73
1986	7	22	0	0	0	0		0	0	94	72	72
1986	7	23	0	0	0	0		0	0	92	71	77
1986	7	24	0	0	0	0		0	0	95	74	74
1986	7	25	0	0	0	0.07		0	0	91	73	73
1986	7	26	0	0	0	0		0	0	90	73	73
1986	7	27	0	0	0	0		0	0	92	73	74
1986	7	28	0	0	0	0.68		0	0	93	73	74
1986	7	29	0	0	0	0.3		0	0	96	74	76
1986	7	30	0	0	0	0		0	0	98	75	75
1986	7	31	0	0	0	0		0	0	100	74	74
1986	8	1	0	0	0	0		0	0	99	73	82
1986	8	2	0	0	0	0		0	0	99	76	76
1986	8	3	0	0	0	0.06		0	0	98	71	73
1986	8	4	0	0	0	0		0	0	92	73	73
1986	8	5	0	0	0	0		0	0	0	0	0
1986	8	6	0	0	0	0		0	0	94	69	71
1986	8	7	0	0	0	0		0	0	92	71	72
1986	8	8	0	0	0	0		0	0	89	70	71
1986	8	9	0	0	0	0		0	0	95	70	70
1986	8	10	0	0	0	0		0	0	89	70	76
1986	8	11	0	0	0	0		0	0	91	71	71
1986	8	12	0	0	0	0.15		0	0	89	69	69
1986	8	13	0	0	0	0.38		0	0	88	69	69
1986	8	14	0	0	0	0.08		0	0	91	69	73
1986	8	15	0	0	0	0.76		0	0	90	73	74
1986	8	16	0	0	0	1.53		0	0	90	72	74
1986	8	17	0	0	0	0		0	0	92	74	76
1986	8	18	0	0	0	0.38		0	0	87	71	72
1986	8	19	0	0	0	0		0	0	90	72	72
1986	8	20	0	0	0	0		0	0	92	72	72
1986	8	21	0	0	0	0		0	0	92	70	71
1986	8	22	0	0	0	0.03		0	0	86	71	72
1986	8	23	0	0	0	0.52		0	0	89	70	70
1986	8	24	0	0	0	0		0	0	93	70	74
1986	8	25	0	0	0	0.1		0	0	95	74	75
1986	8	26	0	0	0	0		0	0	96	71	71
1986	8	27	0	0	0	0		0	0	92	71	71
1986	8	28	0	0	0	0.4		0	0	92	71	73
1986	8	29	0	0	0	0.83		0	0	85	64	65
1986	8	30	0	0	0	0		0	0	80	63	63
1986	8	31	0	0	0	0		0	0	74	63	64
1986	9	1	0	0	0	0.03		0	0	78	64	72
1986	9	2	0	0	0	0.28		0	0	85	70	71
1986	9	3	0	0	0	0.37		0	0	89	71	73
1986	9	4	0	0	0	0.17		0	0	87	70	71
1986	9	5	0	0	0	0.85		0	0	88	70	73
1986	9	6	0	0	0	0.96		0	0	91	69	69
1986	9	7	0	0	0	0		0	0	87	68	71
1986	9	8	0	0	0	0		0	0	88	65	65
1986	9	9	0	0	0	0		0	0	89	65	71
1986	9	10	0	0	0	0.17		0	0	89	69	69
1986	9	11	0	0	0	0		0	0	87	69	70
1986	9	12	0	0	0	0		0	0	89	70	75
1986	9	13	0	0	0	0.25		0	0	89	69	70
1986	9	14	0	0	0	0		0	0	88	62	62
1986	9	15	0	0	0	0		0	0	87	61	69
1986	9	16	0	0	0	0		0	0	89	69	71
1986	9	17	0	0	0	0		0	0	91	70	71
1986	9	18	0	0	0	0.87		0	0	89	70	71
1986	9	19	0	0	0	0.4		0	0	84	70	71
1986	9	20	0	0	0	0		0	0	89	69	69
1986	9	21	0	0	0	0.09		0	0	90	69	73
1986	9	22	0	0	0	0		0	0	90	70	71
1986	9	23	0	0	0	0.8		0	0	91	68	68
1986	9	24	0	0	0	0		0	0	89	68	69
1986	9	25	0	0	0	0		0	0	89	68	70
1986	9	26	0	0	0	0		0	0	90	70	70
1986	9	27	0	0	0	0		0	0	90	70	70
1986	9	28	0	0	0	0		0	0	91	70	71
1986	9	29	0	0	0	0.22		0	0	93	70	70
1986	9	30	0	0	0	0.1		0	0	91	69	69
1986	10	1	0	0	0	0.26		0	0	88	70	71
1986	10	2	0	0	0	0.15		0	0	89	71	71
1986	10	3	0	0	0	0		0	0	90	69	69
1986	10	4	0	0	0	0		0	0	90	69	69
1986	10	5	0	0	0	0		0	0	91	68	71
1986	10	6	0	0	0	0		0	0	89	71	71
1986	10	7	0	0	0	0.44		0	0	87	62	62
1986	10	8	0	0	0	0		0	0	83	62	65
1986	10	9	0	0	0	0.14		0	0	81	65	69
1986	10	10	0	0	0	1		0	0	78	68	69
1986	10	11	0	0	0	0		0	0	82	64	67
1986	10	12	0	0	0	0.1		0	0	80	67	69
1986	10	13	0	0	0	2		0	0	73	69	71
1986	10	14	0	0	0	0.73		0	0	84	64	64
1986	10	15	0	0	0	0		0	0	72	51	52
1986	10	16	0	0	0	0		0	0	74	47	47
1986	10	17	0	0	0	0		0	0	69	45	45
1986	10	18	0	0	0	0		0	0	73	44	46
1986	10	19	0	0	0	0		0	0	76	46	53
1986	10	20	0	0	0	0		0	0	71	43	43
1986	10	21	0	0	0	0		0	0	72	43	45
1986	10	22	0	0	0	0		0	0	75	44	48
1986	10	23	0	0	0	0		0	0	75	47	54
1986	10	24	0	0	0	1.88		0	0	76	52	68
1986	10	25	0	0	0	1.88		0	0	74	68	68
1986	10	26	0	0	0	0.02		0	0	68	51	63
1986	10	27	0	0	0	0		0	0	72	51	51
1986	10	28	0	0	0	0		0	0	75	46	47
1986	10	29	0	0	0	0		0	0	75	47	48
1986	10	30	0	0	0	0		0	0	75	47	50
1986	10	31	0	0	0	0		0	0	76	50	54
1986	11	1	0	0	0	0		0	0	80	53	62
1986	11	2	0	0	0	0		0	0	71	58	60
1986	11	3	0	0	0	0		0	0	75	53	53
1986	11	4	0	0	0	0		0	0	77	53	55
1986	11	5	0	0	0	0.8		0	0	74	55	67
1986	11	6	0	0	0	0.2		0	0	76	60	60
1986	11	7	0	0	0	0		0	0	79	60	70
1986	11	8	0	0	0	0		0	0	83	70	74
1986	11	9	0	0	0	0		0	0	85	65	66
1986	11	10	0	0	0	0		0	0	83	61	61
1986	11	11	0	0	0	0		0	0	0	0	0
1986	11	12	0	0	0	0		0	0	0	0	0
1986	11	13	0	0	0	0		0	0	83	48	48
1986	11	14	0	0	0	0		0	0	56	34	34
1986	11	15	0	0	0	0		0	0	59	34	51
1986	11	16	0	0	0	0		0	0	59	49	57
1986	11	17	0	0	0	0		0	0	80	57	72
1986	11	18	0	0	0	0.22		0	0	75	70	72
1986	11	19	0	0	0	0		0	0	77	60	60
1986	11	20	0	0	0	0.32		0	0	74	60	73
1986	11	21	0	0	0	0.89		0	0	80	45	45
1986	11	22	0	0	0	0		0	0	67	45	49
1986	11	23	0	0	0	0		0	0	70	49	63
1986	11	24	0	0	0	0		0	0	80	63	72
1986	11	25	0	0	0	0.12		0	0	79	71	71
1986	11	26	0	0	0	1.48		0	0	78	61	61
1986	11	27	0	0	0	0		0	0	69	50	51
1986	11	28	0	0	0	0.63		0	0	63	51	51
1986	11	29	0	0	0	0.35		0	0	61	51	61
1986	11	30	0	0	0	2.76		0	0	63	60	61
1986	12	1	0	0	0	0.2		0	0	64	58	58
1986	12	2	0	0	0	0		0	0	63	57	58
1986	12	3	0	0	0	0		0	0	65	41	42
1986	12	4	0	0	0	0		0	0	59	38	39
1986	12	5	0	0	0	0		0	0	58	39	40
1986	12	6	0	0	0	0		0	0	59	32	32
1986	12	7	0	0	0	0		0	0	61	32	44
1986	12	8	0	0	0	0		0	0	66	44	53
1986	12	9	0	0	0	0		0	0	77	52	69
1986	12	10	0	0	0	0.35		0	0	79	64	64
1986	12	11	0	0	0	0.79		0	0	64	47	47
1986	12	12	0	0	0	0.27		0	0	52	46	47
1986	12	13	0	0	0	0		0	0	55	34	34
1986	12	14	0	0	0	0		0	0	56	34	40
1986	12	15	0	0	0	0.03		0	0	56	40	47
1986	12	16	0	0	0	1.05		0	0	53	47	53
1986	12	17	0	0	0	0.07		0	0	61	53	60
1986	12	18	0	0	0	0		0	0	68	60	60
1986	12	19	0	0	0	0.25		0	0	62	48	48
1986	12	20	0	0	0	0.12		0	0	50	40	40
1986	12	21	0	0	0	0		0	0	62	40	44
1986	12	22	0	0	0	0		0	0	58	44	50
1986	12	23	0	0	0	1.29		0	0	52	43	52
1986	12	24	0	0	0	0.02		0	0	72	49	49
1986	12	25	0	0	0	0		0	0	53	44	44
1986	12	26	0	0	0	0		0	0	53	35	37
1986	12	27	0	0	0	0		0	0	51	37	40
1986	12	28	0	0	0	0		0	0	59	33	34
1986	12	29	0	0	0	0		0	0	58	34	36
1986	12	30	0	0	0	0		0	0	57	35	38
1986	12	31	0	0	0	0		0	0	56	37	39
1987	1	1	0	0	0	0.05		0	0	45	34	34
1987	1	2	0	0	0	0		0	0	56	31	33
1987	1	3	0	0	0	0		0	0	54	26	29
1987	1	4	0	0	0	1.31		0	0	60	28	43
1987	1	5	0	0	0	0		0	0	45	38	38
1987	1	6	0	0	0	0		0	0	62	32	37
1987	1	7	0	0	0	0		0	0	67	36	42
1987	1	8	0	0	0	0		0	0	68	42	44
1987	1	9	0	0	0	0		0	0	65	41	41
1987	1	10	0	0	0	0.14		0	0	65	41	47
1987	1	11	0	0	0	0		0	0	56	30	32
1987	1	12	0	0	0	0		0	0	48	29	29
1987	1	13	0	0	0	0		0	0	58	28	34
1987	1	14	0	0	0	0		0	0	68	34	45
1987	1	15	0	0	0	0.24		0	0	59	44	57
1987	1	16	0	0	0	0.12		0	0	64	55	55
1987	1	17	0	0	0	0.65		0	0	59	53	53
1987	1	18	0	0	0	0.05		0	0	72	53	72
1987	1	19	0	0	0	0.05		0	0	78	50	50
1987	1	20	0	0	0	0		0	0	56	36	36
1987	1	21	0	0	0	0		0	0	45	36	37
1987	1	22	0	0	0	2.05		0	0	39	35	35
1987	1	23	0	0	0	0		0	0	53	27	27
1987	1	24	0	0	0	0		0	0	50	27	30
1987	1	25	0	0	0	1.6		0	0	59	30	57
1987	1	26	0	0	0	0		0	0	68	36	36
1987	1	27	0	0	0	0		0	0	48	24	25
1987	1	28	0	0	0	0		0	0	49	25	46
1987	1	29	0	0	0	0		0	0	69	44	48
1987	1	30	0	0	0	0.03		0	0	71	47	62
1987	1	31	0	0	0	0		0	0	74	43	44
1987	2	1	0	0	0	0		0	0	66	39	41
1987	2	2	0	0	0	0.29		0	0	69	41	56
1987	2	3	0	0	0	0		0	0	71	42	44
1987	2	4	0	0	0	0		0	0	71	43	52
1987	2	5	0	0	0	0.32		0	0	61	51	52
1987	2	6	0	0	0	0.29		0	0	53	48	49
1987	2	7	0	0	0	0.38		0	0	52	49	49
1987	2	8	0	0	0	0.18		0	0	63	38	42
1987	2	9	0	0	0	0		0	0	73	35	36
1987	2	10	0	0	0	0		0	0	52	25	26
1987	2	11	0	0	0	0		0	0	63	26	30
1987	2	12	0	0	0	0		0	0	67	30	52
1987	2	13	0	0	0	0		0	0	75	43	44
1987	2	14	0	0	0	0		0	0	75	43	54
1987	2	15	0	0	0	0		0	0	73	50	56
1987	2	16	0	0	0	0.66		0	0	71	51	52
1987	2	17	0	0	0	0		0	0	67	47	47
1987	2	18	0	0	0	0		0	0	59	45	45
1987	2	19	0	0	0	0		0	0	51	33	36
1987	2	20	0	0	0	0		0	0	61	35	43
1987	2	21	0	0	0	0.6		0	0	63	42	50
1987	2	22	0	0	0	0.72		0	0	52	49	52
1987	2	23	0	0	0	0.8		0	0	67	41	41
1987	2	24	0	0	0	0.17		0	0	60	40	44
1987	2	25	0	0	0	0.45		0	0	53	44	50
1987	2	26	0	0	0	2.46		0	0	53	50	53
1987	2	27	0	0	0	0.05		0	0	59	53	59
1987	2	28	0	0	0	1.78		0	0	66	53	58
1987	3	1	0	0	0	0.38		0	0	72	51	54
1987	3	2	0	0	0	0		0	0	66	41	41
1987	3	3	0	0	0	0		0	0	66	39	39
1987	3	4	0	0	0	0		0	0	71	38	45
1987	3	5	0	0	0	0		0	0	69	40	42
1987	3	6	0	0	0	0		0	0	72	42	45
1987	3	7	0	0	0	0.2		0	0	69	45	50
1987	3	8	0	0	0	0.95		0	0	55	48	55
1987	3	9	0	0	0	0		0	0	64	53	53
1987	3	10	0	0	0	0		0	0	73	49	49
1987	3	11	0	0	0	0		0	0	67	37	38
1987	3	12	0	0	0	0.08		0	0	52	38	43
1987	3	13	0	0	0	0		0	0	53	34	34
1987	3	14	0	0	0	0		0	0	64	34	34
1987	3	15	0	0	0	0		0	0	69	34	50
1987	3	16	0	0	0	0		0	0	71	44	44
1987	3	17	0	0	0	0		0	0	74	44	56
1987	3	18	0	0	0	1.41		0	0	72	56	61
1987	3	19	0	0	0	0		0	0	72	57	57
1987	3	20	0	0	0	0		0	0	76	54	54
1987	3	21	0	0	0	0		0	0	74	44	50
1987	3	22	0	0	0	0		0	0	74	50	50
